Text	Classificacao
Essa última atualização veio com vários problema: O player some da barra de notificação às vezes mas a música continua tocando e Algumas vezes a música para do nada	Neutro
Sempre gostei do aplicativo, mas de uns meses pra cá começou a apagar as músicas sozinho e não baixar mais. Tô pensando em trocar de serviço, é uma pena.	Positivo
É bom demais, mas acho que poderia ter um método de seleção melhor, como por exemplo selecionar várias playlists ou músicas de uma vez só	Positivo
Ou esse app é muito contra-intuitivo, ou não tem um recurso básico para qualquer app de música: reproduzir faixas avulsas. Ridículo.	Negativo
Eu pensei que era todas as músicas em cd mas não tem vídeo também assim é ruim	Negativo
"O aplicativo era muito bom, mas tive que desativar a um tempo atrás, agora veio atualização e mudou o UI design completamente, eu gostava muito do antigo app, não existe mais aba de ""todas as minhas músicas"", e quando entro na playlist para ver todas as músicas eu tenho que clicar mais uma vez d…"	Negativo
Péssimo. Foi-se o tempo em que o spotify era bom. Vocês pecaram muito feio nessa atualização, a qualidade da música está péssima, vocês adicionaram coisas nada a ver. Já não basta a gente ter um LIMITE para pular faixas e aguentar anúncio a todo momento, vocês diminuem muitas coisas para nós for…	Negativo
Excelente app, muita música para todos os gostos. O único problema é que ocupa muito espaço, no meu celular consta 1.3gb de espaço ocupado pelo app.	Positivo
O App é muito bom mas acho que é muita apelação da parte deles ter possuir prêmio para poder passar de uma música para outra	Positivo
Mano uma coisa muito romântico e os anúncios Dora a vez q eu vou ouvir música o anúncio aparece e o app fica travando	Neutro
Depois da atualização qnd seleciono uma banda em minha playlist para ouvir somente ela, a reprodução fica na playlist como se n tivesse selecionado para ouvir somente as bandas	Positivo
Ultimamente o spotfy está horrível, mts comerciais em video que acabam com os dados, além de que msm c uma qualidade boa na internet móvel, o spotfy vive travando	Positivo
App precisa de uma repaginada, como por exemplo na tela principal mostrar músicas no estilo que o usuário gosta, navegação por gestos seria uma boa também!	Neutro
"Gosto do app, mas ele anda me dando algumas dores de cabeça, pois vire e mexe ele ""desloga"" da minha conta e quando vou entrar, diz que estou offline, sendo que estou com internet, isso é a segunda vez que me ocorre de tentar abrir o app e não funcionar, ai tenho q desinstalar e instalar novamen…"	Neutro
Pelo amor de Deus o que aconteceu? Não abre maus nada. Vou cancelar minha conta já, pra que pagar por isso? Não consigo abrir. Chateada.	Negativo
Essa última atualização fez com que o aplicativo fique offline como se estivesse sem internet, entretanto eu tenho 4g ativo	Negativo
App tá cheio de bugs, baixei uma playlist ontem e a mesma está com músicas marcadas como se eu tivesse feito o download mas na hora que vai tocar offline elas simplesmente não tocam e eu tenho que ligar o 3g, fora que o player aéreo está com erro, ele não mostra a música que está tocando e às ve…	Negativo
Não é compatível com Android Box, aparece apenas uma pequena faixa vertical no centro da tela e não dá para usar o aplicativo.	Negativo
No meu celular nao aparece a opcao de compartilhar com o instagram. O que eu faço? Ja desinstalei e nada foi resolvido.	Neutro
O aplicativo não funciona corretamente no meu Alcatel pop 4, pois ele sequer entra na minha conta.	Negativo
i love music, for this very reason i love spotify but unfortunately when i squeeze in to share the music it gives failure and restarts! i'm upset.	Negativo
Disponibiliza algum ps card pra eu poder comprar Premium pq n tenho cartão de crédito e boleto bancário um cu	Negativo
Tá precisando dar uma melhorada, tá falhando muito. Travando. Até alguns dias atrás não era assim. Consertem por favor	Negativo
Ele está travando em meu Samsung S8, ele não toca minha playlist em momento que quero e o app não responde!	Positivo
Melhor Serviço de Streeaming, mas não gostei muito do novo design	Positivo
Ótimo app baixei a pouco e aparentemente tá ótimo	Positivo
Está me incomodando ele não usufruir da totalidade da minha tela do celular. Fica uma barra preta na parte inferior	Positivo
Esse app era bom, Mas agora tem essa atualização que piorou o aplicativo e como ele funciona... Eu Por Exemplo, Não Consigo ouvir a minha playlist na ordem que Eu fiz, só consigo ouvir no modo aleatório... Se isso pudesse mudar e voltar como antes eu acho que ficaria melhor e muitas pessoas iriam…	Neutro
O app está encerrando sozinho após ouvir alguns minutos de música. Também está acontecendo no celular da minhanha esposa	Neutro
Está havendo muitos bugs em relação ao armazenamento do Spotify por um cartão SD , o aparelho reinicia sozinho quando acessado as configurações	Negativo
Se nao for o Premium é impossível de usar.. Diminuem qualidade das músicas, colocam músicas na sua playlist e você nao pode mudar, simplesmente nao da.	Negativo
Não está suportando a resolução de tela do Xiaomi Mi A2 Lite, com a proporção de 19:9	Neutro
Não entendi nada do app, bagunçado demais, só toca música q eu não quero ouvir e nenhuma q eu quero, um lixo.	Negativo
Não consigo compartilhar uma música, quando acesso a opção o app fecha e eu tenho que abri-lo novamente.	Neutro
Melhorou bastante agora sim! equalizador potente, e o som está bem melhor espero que continue assim.	Positivo
Nunca tive problemas com o Spotify, mas quando mudei pro Galaxy S8 só venho passando raiva. O app fecha sozinho, as vezes eu do play e a notificação não aparece, mas a música está tocando e o mesmo para o widget, do play e ele fica como se nada estivesse acontecendo. Acho um desrespeito porque t…	Neutro
Sem o Premium você não pode escolher a próxima música, não pode voltar na música anterior e tem até limitador de quantas músicas você pode pular	Negativo
Eu cancelei minha assinatura Premium e a fatura continou chegando, então excluí minha conta, entretanto continuou vindo as faturas...	Negativo
Tenho oneplus 6 e o App consegue ser lento como uma carroça! Dá para perceber que é um app que sofre para rodar.	Negativo
Com essa nova atualização não entra na minha conta diz que estou offline sendo que estou no Wi-Fi	Positivo
Este app está lotado de erros e problemas de funcionamento. (Enquanto se está ouvindo música, não aparece na barra de notificações as músicas param de tocar de repente as capas não aparecem, mesmo conectado ao wi-fi tróca-se de faixa e a capa da faixa anterior (quando aparece) insisti em cont…	Neutro
Muita propagandas que duram 15 segundos!!!!.. não dá pra ouvir muitas músicas em sequência .. tem aplicativos menos carinhos e mais legais	Negativo
Ótimo mas apesar do meu app estar atualizado, não habilitou a função de compartilhar com o Instagram Stories!	Positivo
Tem que melhorar o audio para ter mais clareza ser rico em detalhes tipo a da dezzer. E o app ser mais estável	Negativo
Onde que aperta para dar 1milhao de estrelas, esse app é toop demais, amo muito tudo isso ❤️🙌👏👏	Positivo
App muito bom recomendo com certeza só poderiam tirar os sertanejos pior música q já ouvi	Positivo
Gosto muito... Mas está faltando uma única coisa... Adoraria que tivesse um temporizador para usar a noite e programar para desligar sozinho.	Positivo
Gente Por favor ageitem o spotify nao aguento mais todo dia ficar baixando as mesmas músicas	Negativo
Para quem está com o problema de ficar baixando musicas novamente! →é so vc desinstalar e instalar novamente o app spotify	Positivo
Estava pensando em ser premium, mas depois de tantas reclamações de usuários pagos não sei mais.	Neutro
Eu faço uma play list e o app adiciona músicas, ah da licença, agora eu tenho q escutar o que vocês querem? Não mesmo! O aleatório tudo bem, mas ter que ficar pulando música que o app adiciona é um saco, a única play list que presta é a dos favoritos e ainda assim NAO DA PRA TER UM SO GÊNERO, TU…	Negativo
Depois da última atualização, não consigo compartilhar mais as músicas. Quando tento, o app fecha e a música para de toca.	Negativo
Tem muitas limitações se seu objetivo é ouvir músicas online ele não deixa só as que ele quer	Negativo
Melhor App de música que existe. Só acho que deveria ter a opção de poder enviar as músicas pra outras pessoas.	Positivo
Não sei o que está acontecendo, no meio da música que estou ouvindo, simplesmente ela para e some. Não aguento mais!	Neutro
Ganhei o plano família e funcionou 2 semanas e parou não funciona mais não indico gastando dinheiro atoa	Negativo
Está um lixo! Estou perdendo a paciência!A todo momento a reprodução simplesmente para!isso é muito irritante! Estou a um passo de Desinstalar.	Negativo
O spotify está pausando as músicas a todo momento!!! Pagar o aplicativo para ter esses defeitos é sacanagem demais.	Neutro
entrei com o Facebook e de repente ele não entra mais com o perfil e não consigo logar novamente, irritante, vontade de xingar	Negativo
Ta muito bugado desde a ultima atualização, pf arrumem ou então vou migrar de plataforma	Positivo
É meio mercenário esse aplicativo! Pra quem quer pagar pra ouvir músicas, o aplicativo deve ser bom!	Negativo
Tenho o pacote Premium quero vincular uma conta e não estou conseguindo alguém pode me ajudar?	Positivo
O app fica com bordas pretas no meu celular por causa da proporção 18:9 gostaria que arrumassem isso.	Positivo
Cool I like this app, It is realy good because i love musics and this app has lots of music	Positivo
Ótimo aplicativo, porem tem bugs. Reinicio repentino e desaparecimento da arte dos albuns ao desbloquear a tela	Positivo
Fala que não estou conectado, quando na verdade estou online e não consigo buscar artistas... Acertem. Por favor!	Negativo
Um App muito bom!!! diverso e fácil de utilizar!!! E ainda nos permite usar o cel enquanto se escuta aquela música show...	Positivo
Podiam dizer o quê foi mudado ou o quê foi atualizado no App	Neutro
Não recomendo! Só era bom no início, para atrair usuários. Agora, até edita as playlists dos usuários. Inadmissível!	Negativo
Eu baixei mas fiquei muito decepcionado.e uma bobeira o Premium também podia ter as letras das músicas	Neutro
Pra mim este APP funciona perfeitamente,tudo que eu preciso esta lá, ótimo app	Positivo
Já tô de saco cheio de ter que ficar baixando as músicas toda vez que entro no app.	Negativo
Ultima atualização faz com que pare de tocar música do nada. Pls ajustem! É um serviço PAGO.	Negativo
Adeus minhas velhas fitas e Vinis 😂😂😂😂 agora tenho músicas digitais para mim ouvir em qualquer lugar. 🔑😎🎸	Positivo
Sempre que fica online, tem que baixar as músicas de novo. Já está assim há um tempinho...	Negativo
A versão não Premium é muito ruim, não dá nem pra escolher a música que quer ouvir, lixo	Negativo
Você paga um preço justo para ter acesso a uma enorme variedade de músicas, ótimo app!	Positivo
Eu não consigo entrar no app sla o aplicativo não abre de jeito nenhum. Melhorem isso!😠😡🖓🖓🖓	Negativo
Já foi muito melhor!!! Constantemente o app tem travado enquanto as músicas tocam. Abro o aplicativo e a barra de carregando não sai da tela, como se estivesse sem internet, mas o problema é que tem internet e mesmo assim não consigo alterar a música, nem pesquisar outra ou escolher pelas minhas …	Negativo
Depois da última atualização ficou horrível , toda hora ele fica saindo sozinho aff 😡😡	Negativo
Excelente programa, sempre usei, mas está perdendo suporte ao Android Auto, onde é meu maior uso.	Neutro
Gostei muito desse App de música acho muitas músicas legais	Positivo
Horrivel , eu crio minha playlist para ouvir musicas wue eu quero n para ouvir o wue eles querem, Não dá pra pulsr musicas e é toda hora aparece anúncio de premium ODIEI	Negativo
Eu quero uma ajuda, como faço para adicionar os vídeos ? Eu não consigo adicionar o vídeo, apenas vejo e não consigo baixar o vídeo	Positivo
nao gostei muito porque nao tem musicas novas e nem todas q tem no you tube	Positivo
Não consigo de maneira alguma passar as músicas para o cartão SD, o que torna a experiência frustrante	Negativo
Não atualiza a foto no app quando eu mudo no Facebook. Minha conta é sincronizada e nunca muda no app.	Neutro
Aplicativo bom mas os bugs durante conexão móvel e as propagandas animadas prejudicam o uso.	Negativo
Depois que atualizou ele toca músicas sem que eu tenha acessado o App pra escutar .	Negativo
Quando vão dar a opção de poder reorganizar as músicas da playlist pelo app do Android?	Negativo
Meu aplicativo esta parando no meu da música alguém sabe me dizer o pq	Positivo
O serviço é bom, mas o app é péssimo. Leva 20 minutos para abrir, mesmo eu estando com Internet de alta velocidade. Horrível!	Negativo
Fez muita falta a função de mudar a ordem de músicas nas playlist Se for possível por favor	Neutro
Este app é muito bom pois só vou baixar porque gosto de música	Positivo
A eu amei eu cho choudebola mais eu nao temnho muita zeterza se e securo	Positivo
Agora só falta ter musicas 8D que funcionem	Positivo
Muito bom, gostei muito recomendo ótimo app o melhorr	Positivo
Odiei! Só da para escutar as músicas que o aplicativo quer, vou desinstalar e baixar o soudclood	Negativo
O meu Spotify esta toda vez travando e falando q o app travou	Positivo
Certeza que já está precisando de um upgrade no designer!	Neutro
Ótimo aplicativo, pena que os controles não estão mais funcionando em segundo plano.	Positivo
Se coloca-se o modo time sleep ficaria melhor ainda! No aguardo!	Positivo
Série de bugs, como por exemplo, músicas tocam do nada, barra de notificação bugada e uma série de outros erros	Negativo
Ele podia baixar músicas no dispositivo ou baixar no app para ouvir depois no off Linei	Positivo
Bom, porém pra ter aceso a algumas opções têm que fazer o pacote premium.	Positivo
Utilizo o premium. A cada atualização fica pior!	Negativo
Nunca tive nenhum problema com esse aplicativo,melhor lugar para ouvir música	Positivo
o app esta péssimo, é erros bugs e travamentos quase n da p usar	Neutro
Odiei, quero saber pq tenho q escutar as msc q eles querem e p escutar as q eu quero tenho q pagar.....	Negativo
O app está apresentando muita lentidão.	Negativo
Perfeito, ótima qualidade no áudio, catálogo grande e o Premium com preço ótimo para estudantes.	Positivo
Muito bom! o plano premium é ótimo, e as musicas são de ótima qualidade.	Positivo
Com toda certeza este é o melhor app pra ouvir musica no Chrome cast	Positivo
como que eu faço para baixar musica desse app nao encontrei ate agora	Negativo
"Atualizei meu e a opção ""Não tocar essa"" sumiu das playlists. Era um ótimo recurso."	Negativo
O aplicativo está muito ruim. A versão gratuita não mostra a música na tela de bloqueio, tem que entrar toda hora no app. E ele adiciona músicas aleatórias mesmo em playlist criadas com várias músicas. As propagandas entre as músicas enchem o saco , não aguento mais ouvir propaganda de música da…	Neutro
"Tenho problemas com a função ""compartilhar"", o app simplesmente para a música e fecha. (?)"	Neutro
Poderiam melhorar o travamento e fechamento do app, ouço músicas e do nada ele para	Neutro
Depois da última atualização, não tenho mais a Premium, e peguei recentemente por um ano	Positivo
Tirem o problema de não conectar mesmo estando com o wi-fi ligado.	Negativo
Os desenvolvedores do aplicativo são amadores descompromissados com o serviço bem feito.	Negativo
poderia ter uma forma de trocar a ordem das músicas via App de celular.	Positivo
Tá muito lento depois da última atualização. Não sei o que está acontecendo.	Neutro
Olha eu gostei,só gostaria que baixasse musica sem o premiun	Positivo
Eu não entendi , escutei uma música no YouTube e não achei nesse aplicativo	Positivo
Só não dei 5 perque sou trouxa	Positivo
É bom mas n tem como eu avançar os segundos das músicas 😐	Positivo
Mano e bom só q pra ouvi off tem q ser Premium e tem q paga	Negativo
Em questão de variedade de músicas é o melhor do mercado, porém sua interface é extremamente inferior ao próprio player padrão do android (o play música), o que é bem desapontante, considerando que é um serviço pago. Não há forma de limpar a fila rapidamente, há vezes que o aplicativo confunde a…	Neutro
É Por Isso Que Vou Dar Um Upgrade Na Minha Conta!!!	Positivo
App apaga as músicas baixadas e sai do meu login automaticamente!	Negativo
Muito bom esse app de músicas parabéns a empresa que o criou😍😃👏.	Positivo
Satisfatório, mesmo pagando tenho sempre que baixar minhas playlists.	Neutro
Programa é um lixo! Não tem propaganda mas agente paga 🤙	Negativo
Quase bom ,só faltou as musicas lanlçamento do momento aparecerem .	Positivo
Adoreiii,agora posso escutar todas as musicas da Ariana Grande ♡	Positivo
Muito confuso. Visa o LUCRO e não dá um serviço proporcional ao que promete.	Negativo
É muito boa mas ainda à muita COI SA a melhorar. Beatches!!!	Positivo
Está com problema. O app reinicia quando se tenta compartilhar a música.	Negativo
Está pausando as músicas sem motivo desde a última atualização.	Neutro
As músicas chegam primeiro no iOS, deveriam chegar iguais	Negativo
Não consigo adicionar músicas na fila quando conectado no Chromecast	Positivo
Vc clica e a musica nao toca, interface horrível do app	Negativo
Adorei o app, só acho que deveria funcionar sem Internet	Positivo
Não aparece equalizador no zenfone 4 lixo e na versão Premium	Negativo
Só não achei legal ter que pagar para baixar as músicas.	Positivo
Tá demorando muito pra fazer download de música arrume pfv	Negativo
Atualizei e esta travando muito. Arrumem isso	Neutro
Depois da atualização quando fui fazer a assinatura ele dá erro	Negativo
Spotify, toda hora dá q eu estou offline e eu não estou... fazer o q hein??? :/	Negativo
Eu não sei porquê, mas a aplicação de PC é diferente da de smartphone. Não seria melhor se a aplicação não tivesse o modo aleatório desativo na versao gratuita? Hoje em dia as pessoas ouvem mais música no smartphone do que no PC, mas vocês têm pior a aplicação gratuita para telemóvel do que para …	Neutro
Eu não estou conseguindo fazer uma conta o que eu faço?	Positivo
Queria editar a ordem das músicas na minha playlist	Negativo
Gente esse app e muito bom amei	Positivo
Para de coloca musica aleatórias Porfavor!	Positivo
Eu adoro est app muito bom 😃👏	Positivo
Uma desgraça que a cada atualização fica mais desgraçada	Negativo
Estou online e ele demora 1000 mil pra reconhecer.	Neutro
Vou instala se nao prestar simplesmenete desisntalo	Neutro
Podia deixar houviu sei ter que usar internet	Neutro
Não consigo transferir para sd sempre dá erro	Positivo
Muito travamento. Não reconhece as músicas já baixadas. Fechando sozinho.	Negativo
funciona quando quer, baixa as musicas que quer, para de tocar quando quer, fica toda hora offline sozinho....	Negativo
Muito bom o app. Mas ultimamente vem travando. Espero que melhorem.	Neutro
Não reproduz offline mesmo com o Premium... Dinheiro jogado fora	Negativo
Bom...gostei . Só deveria poder voltar a música que ouvi !	Positivo
Não entra com a conta Facebook no Galaxy s9 o que faço?	Neutro
Aplicativo travando constantemente. Do nada a música para de tocar.	Neutro
Tantas limitações. Não é por acaso que estejam sendo ultrapassados.	Negativo
Péssimo serviço,baixo as músicas e apaga sozinha	Negativo
Esse negócio de poder só ouvir em ordem aleatória é um lixo!!!!	Negativo
Para um App pago tem muitos bugs	Negativo
Poderia ter menos anúncios na versão free	Positivo
Pago uma coisa q faz propaganda enganosa	Negativo
O Sporting podia ser sen dados	Positivo
Aparência está igual do antigo Mixradio, gostei	Positivo
Sá desgraça clica em uma música e vem outra	Negativo
Voltem com As músicas pro cartão de memória	Negativo
Eu gostei bastante! ! Minhas playlist favoritas	Positivo
Ele simplesmente não cria conta nenhuma	Negativo
Poderia ter opção do áudio ser em 8D	Positivo
Eu coloco o nome de uma música e aparece outra	Negativo
Esse app tinha que ser usado sem wa.fai	Positivo
È muito bom!!Mas de vez em quando trava	Positivo
Música eleva a alma e o spotify ajudá-nos a viajar.	Positivo
Ele e top ele está no top 3 ele é uauuu	Positivo
Não estou conseguindo me inscrever :/	Positivo
Tá ruim msm , vamo att né	Negativo
Ficou horrível essa ultima atualização	Negativo
Só discordo do valor da assinatura	Positivo
Não está mais funcionando no chromecast	Positivo
Tiraram a opção de instalar no cartão sd	Negativo
Esse e o melhor aplicativo que eu tenho	Positivo
Não consigo seguir algumas Playlists	Negativo
Minhas músicas prediletas só aqui	Positivo
Bugs com a conexão, acontece toda hora	Negativo
Gostei muito maravinhoso nei um erro	Positivo
Emuito bom vem na minho plaislt	Positivo
Tinha que ter a opção de retorno da música	Neutro
Muitas propagandas para quem não é assistente do Premium	Positivo
Usuários da conta free,têm alguma novidade?	Positivo
O aplicativo tá travando direto !!! Arrumem isso ! 🙄	Positivo
Aplicativo super top sempre usei indico ..	Positivo
Tem como criar uma conta grátis no spotify?	Neutro
Melhorem a velocidade das buscas, demora muito para pesquisar!!!!!	Neutro
Ñ gostei muito difícil de mexer	Negativo
Precisa dá um jeito nesses bugs. 😐	Negativo
Apresenta erro ao tentar compartilhar.	Positivo
Amei Funciona super bem Sem palavras!!!!😱	Positivo
Não encontrei o que eu queria 😟	Negativo
Achei às música 🎶 que eu queria	Neutro
Um lixo difícil para baixar uma música. ....Não recomendo	Negativo
Eu gosto de spotify é satisfatório	Positivo
Essa atualização Ta horrível	Negativo
É ótimo super recomendo	Positivo
Melhorando já está ótimo	Positivo
App otimo super recomendo	Positivo
Melhor aplicativo de músicas da atualidade	Positivo
Gosto muito é curto bastante	Positivo
Esse aplicativo é maravilhoso!	Positivo
Eu gosto do App musical	Positivo
Muito anúncio que atrapalha demasiado	Negativo
Coloque pra ouvir off line	Positivo
Boa ainda vou ouvir	Positivo
Gosto do aspecto e organização da interface	Positivo
Vi que tem muitos comentários negativos...	Negativo
Ótimo app	Positivo
Amei muito útil! ❤	Positivo
Essa po*** de prévia de música estragou o app!!!!	Negativo
Muito bom! 👏🏼	Positivo
Começou a apresentar bugs.	Negativo
Spotify, te amo!	Positivo
Muito bom!	Positivo
É Melhor de todos.😍❤	Positivo
Muito bom!	Positivo
Muito bom!!	Positivo
Muito bom mesmo 😲	Positivo
Muuuuuito booooom!!! Ameeeeeei!!!	Positivo
Ainda estou conhecendo	Positivo
Amei esse app	Positivo
Melhor app de música	Positivo
Que atualização horrível	Negativo
É muito bom	Positivo
Eu amei mui	Positivo
Gostei muito satisfação	Positivo
eu gosto mt	Positivo
Melhor aproveitamento da vosvida	Positivo
O melhor dos melhores	Positivo
Its very good	Positivo
Voceis são fera	Positivo
Estou aprendendo a mexer	Positivo
Sem dúvida um dos melhores	Positivo
Esse app é orrivel	Negativo
Ameiiiii recomendo muito❤❤	Positivo
Melhor app de musica	Positivo
Cadê o botão + ?	Positivo
Muito bom app... Recomendo!!!!	Positivo
"O App é bom, mas o atendimento ao consumidor é péssimo. Hoje mesmo estou com um problema nas minhas playlists e o único meio de contato oferecido pelo Spotify para solução é uma forma chamada ""pergunte à comunidade"" (o que de fato é tentar transmitir a responsabilidade a outros usuários). Já tentei …"	Negativo
Show!!!	Positivo
Amo escutar músicas neste app muito bom😘😘😘😘😘😍😍	Positivo
Horrível e enganoso!!!!	Negativo
Muito bom.	Positivo
BOM DEMAIS.	Positivo
Bom aplicativo	Positivo
Maravilhoso!!	Positivo
EXCELENTÍSSIMO!	Positivo
Muito bom	Positivo
Muito bom	Positivo
Essas bora e um lixoooooooo😠😠😠😠😠	Negativo
te amo	Positivo
Mt bom	Positivo
uma resenha curta	Positivo
Muito bom	Positivo
Anúncios Invasivos	Positivo
Muito bom	Positivo
Muito bom	Positivo
Melhor app	Positivo
App brabo	Positivo
Mto bom	Positivo
app magnífico	Positivo
App excelente	Positivo
Muito bom	Positivo
Mt bom	Positivo
muito bom	Positivo
Muito top	Positivo
Nao presta	Negativo
show de bola	Positivo
nota zero	Negativo
Versão antiga	Positivo
Otimo baixem	Positivo
Mto top	Positivo
Muito bom	Positivo
Muito bom	Positivo
Pagar pra ouvir música ????	Negativo
Muito bom!!! 💕👏👏👏	Positivo
Perfeito.	Positivo
Magnífico,Sempre!★★★★★	Positivo
Muito bom....!	Positivo
Ótimo😍	Positivo
Kona.	Positivo
O que é resenha???	Positivo
Nada	Positivo
Melhor app de música❤❤❤❤❤❤❤❤❤❤❤	Positivo
Ameiii	Positivo
Bom	Positivo
Maravilhoso	Positivo
Excelente	Positivo
Lixo	Negativo
Gostei	Positivo
Gostei	Positivo
Ótimo	Positivo
Horrível	Negativo
Amem	Positivo
Otemo	Positivo
Ótimo	Positivo
Ótimo	Positivo
Boa	Positivo
M A R A V I L H O S O	Positivo
Show	Positivo
Orrivel	Negativo
Ótimo	Positivo
Legal	Positivo
Adorei	Positivo
Gostei	Positivo
Otimo	Positivo
MARA	Positivo
Ameii	Positivo
Amei	Positivo
Trava	Negativo
Péssimo	Negativo
HORRIVEL	Negativo
bom	Positivo
Recomendo	Positivo
e bom	Neutro
Amo	Positivo
Ótimo	Positivo
Mcmenor	Positivo
💕💕💕	Positivo
👍	Positivo
A interface do aplicativo está muito melhor depois de alguns ajustes. A opção de limpar o cachê sem limpar os dados completamente é uma mão na roda.	Positivo
A opção paga não é tão interessante por não ter tantas ferramentas de organização dos álbuns, mas isso é minha opinião. Um dos destaques do aplicativo é a possibilidade de criar listas em conjunto com seus amigos. Só avaliei mal a nova versão por não funcionar no Redmi Note 4.	Negativo
ESSE DESIGNE É MUITO FEIO, PRECISA TER OPÇÃO DE UM LAYOUT MELHOR E UMA OPÇÃO QUE FACILITE A GENTE PÔR NOSSAS MÚSICAS FAVORITAS ENQUANTO AS ESCUTAMOS COMO NO DEEZER	Neutro
App não está aparecendo na barra de notificações, para de repente e fecha sozinho.Tenho que estar reiniciando direto! Peço que seja corrigido este problema pois estou pagando o Premium, a qualidade está deixando a desejar.	Positivo
A navegação poderia ser simplificada para alternar entre a lista de reprodução e as capas, pois agora nem marcar a musica que está tocando ele marca. Que que isso?	Neutro
A cada atualização o App piora. As músicas param sozinhas ou elas não são possíveis de pausar. Tenho um S8 e o App trava toda hora, não era assim. Maldita atualização que eles não consertam.	Negativo
Dou mais estrelas se conseguir escutar a musica q quero, eu só consigo ou colovar ordem aleatória ou só um pedaço da musica, e nas minhas playlists fica aparecendo um monte de musicas idiotas q n quero ouvir, se tirarem isso aumentarei minha nota.	Negativo
Que borrada fizeram na ultima atualização. Perdi as minhas playlists e com isso o premium do pack familia. E agora nem posso escolher musicas que nojo. Faço uma playlist nova e aparece musicas que nunca tinha posto	Negativo
Já tem 3 dias q to tentando entrar na minha conta e não consigo, ficam falando q estou offline quando não estou, isso está me irritando muito ( Detalhe, sou cliente Spotify Premium)	Negativo
Bom, mas eu não consigo mais ouvir um álbum na sua ordem original, sempre que eu coloco na primeira música do disco a próxima música não é a segunda música, o spotify está me forçando a ouvir em ordem aleatória...	Positivo
É ridículo que o app não permita alterar a ordem das músicas, isso só pode ser feito pelo software do computador, eu quase não uso mais computador então toda vez que quero alterar tenho que procurar um computador com spotify instalado, chega ser amador...	Negativo
vocês estragaram o aplicativo, ridiculo só os usuários premium poderem conectar o spotify no chromecast. vocês vão ficar só com os usuários premium e perder todos os outros já que ninguém paga pra ter esse lixo de aplicativo mercenário.	Negativo
Depois que atualizou o app só vem músicas que não ouço ( nos tocados recentemente) e toda hora é uma briga para tirar pq quando entro está lá de novo . Não gostei disso.	Negativo
Depois das últimas atualizações ficou muito bugado. Demora muito pra responder ao se acionar qualquer botão. Já fiz uma limpa no celular e continua o problema. A ideia do aplicativo é genial, mas performance caiu bruscamente.	Positivo
"Depois da última atualização, não consigo fazer nenhuma busca no aplicativo. Fica aparecendo uma mensagem que estou ""offline"". Já verifiquei todas as configurações e está tudo normal. Resolvam isso!"	Negativo
O sportfy é maravilhoso mas depois de algumas atualizações ele está apagando minhas músicas baixadas sem permissão e a música tá parando do nada	Positivo
De um tempo pra cá, ta rolando um bug no app fazendo com q ele simplesmente perca sincronia com a central de notificações. Depois de um tempo a música para de tocar e vc precisa reabrir o app pra seguir ouvindo	Negativo
"Adoraria que o spotify agregasse uma função de ""timer"", aassim poderia ir dormir escutanso musica sabendo que o app desligatia sozinho dali um tempo. Fica o pedido ai spotify!"	Positivo
Pausa a música sozinho, não aparece a notificação da música que está tocando, a barra de música fica travada se não clicar nela ... Vocês só atualizam o aplicativo para deixar ele pior ? Decepcionante	Negativo
Depois da atualização focou pugado às músicas baixadas sumiu todas se acontecer mais uma vez vou cancelar assinatura só dou uma estrela porque não tem jeito de adicionar um comentário sem clicar na estreia	Negativo
Simplesmente odiei esse app. Não dá pra ver minha playlists favoritas e eu já escoli oas 15 músicas. E não tem jeito de baixar as músicas que vc quer	Negativo
Antes da última atualização minhas listas salvas ficavam no cartão de memória, agora foram apagadas e só aparecem na memória interna só aparelho, sendo que a memória do cartão e do aparelho, sendo que as memórias são conjugadas, antes não havia problema.	Negativo
Poderia ser melhor se o app fosse totalmente de graça, pois é horrível o sistema gratuito do spotify. Toda hora para a música pra passar propaganda, não toca as músicas na ordem que desejamos, muitas músicas estão indisponíveis, é ruim demais isso.	Neutro
E um app muito bom a unica coisa que me incomoda e propaganda ate demais da conta e outra seria interessante colocar as letras das musicas com traducao fica aqui sugestao	Positivo
E bom, porém agr ele começou a tocar músicas aleatórias da minha playlist mesmo sem eu botar na ordem aleatória, boto na ordem normal mas fica aleatório	Positivo
Aplicativo está extremamente lento, tanto enquanto estou navegando tanto em segundo plano. Assim como tem afetado em muito o desempenho meu Samsung J5. Por favor verifiquem	Negativo
Periodicamente e repentinamente minha playlist se encontra totalmente desinstalada se fazendo necessário o consumo de dados móveis ou horas conectado ao Wi-Fi para baixar todo o conteúdo. Deezer melhor opção!	Negativo
É bom em tudo, só perde pq necessita estar com internet e vc n consegue botar ordem playlist, tipo só se vc pagar vc consegue controlar q música vai tocar	Neutro
O APP é bom mais pra pular a música tem que pagar e eu não consigo escutar a música que eu quero,se eu escuto uma música de pois eu quero escutar outra não dá continua na mesma música mudem isso por favor	Neutro
Esse App era muito bom mais está ficando ruim não aparece mais as músicas pra passar no menu encima no celular para as músicas sozinho.. 👎🤔	Negativo
Fica parando a música, demora muito pra carregar o catalogo, na barra de notificação, não consigo trocar de música por some do nada então tenho que abrir o app esta horrível	Negativo
A versão mais recente do app não está mantendo meu usuário logado, a cada abertura o app solicita login. Solucionem o problema.	Negativo
